lien_he,tu_van,bao_gia,demo,qtam,qd,tg,age,web_time,frac_react,frac_cmt,avg_res,target,size_Large,size_Medium,size_Micro,size_Small,role_CEO,role_Director,role_Engineer,role_Founder,role_Manager,role_Marketing,role_Procurement,role_Sales,channel_Web,channel_ZALO
0,0,0,0,0,0,0,31,8.5,0.002,0.005,35131,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1,1,1,0,1,1,1,61,1179.5,0.266,0.257,720,3,False,True,False,False,True,False,False,False,False,False,False,False,False,True
1,1,1,1,1,1,1,35,1615.0,0.424,0.119,1704,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,0,0,1,1,1,1,31,630.7,0.231,0.047,6352,2,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,1,0,0,1,0,1,52,184.3,0.035,0.013,5197,2,True,False,False,False,False,False,False,False,False,False,False,True,False,True
1,1,0,0,1,0,1,37,703.3,0.156,0.018,3169,2,False,False,True,False,False,False,False,False,False,True,False,False,True,False
1,0,0,0,1,0,1,52,516.8,0.18,0.008,2357,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,0,0,0,1,0,0,33,111.0,0.01,0.007,79737,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,1,1,1,34,22.9,0.03,0.006,71281,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1,1,1,1,1,1,1,41,2670.8,0.462,0.183,599,3,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1,1,0,1,1,1,0,53,2588.9,0.317,0.266,266,3,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0,0,0,0,0,0,0,45,103.4,0.013,0.008,107122,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True
1,1,1,1,1,1,1,36,2036.5,0.234,0.044,824,3,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0,0,0,0,0,0,0,29,112.4,0.038,0.002,58763,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,1,1,0,0,28,858.5,0.141,0.022,5738,2,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0,1,0,0,53,67.9,0.016,0.001,20673,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False
1,1,0,1,1,0,0,39,558.9,0.209,0.063,1580,2,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1,1,1,0,1,1,0,58,2656.8,0.44,0.367,516,3,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,0,1,0,1,0,1,48,616.9,0.068,0.078,2707,2,False,False,False,True,False,False,False,False,False,False,True,False,False,True
1,1,1,0,1,1,0,57,3562.5,0.244,0.262,456,3,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1,1,1,1,1,1,1,52,1578.0,0.449,0.298,451,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True
0,0,0,0,1,0,0,43,79.1,0.011,0.001,32081,1,True,False,False,False,False,False,False,False,False,False,False,True,False,True
1,1,1,1,1,0,0,35,260.6,0.127,0.057,3761,2,True,False,False,False,False,True,False,False,False,False,False,False,False,True
0,1,0,0,1,1,1,34,311.6,0.192,0.062,4586,2,True,False,False,False,False,False,False,False,False,True,False,False,False,True
1,0,0,0,1,1,0,24,110.8,0.043,0.003,27179,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,0,0,0,43,109.0,0.022,0.003,49532,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,0,0,1,0,0,54,69.6,0.031,0.007,77323,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,0,0,1,1,0,49,253.0,0.034,0.057,3568,2,True,False,False,False,False,False,False,False,False,False,False,True,False,True
1,1,1,0,1,1,1,64,3259.5,0.202,0.08,644,3,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1,0,1,1,0,1,0,30,132.4,0.226,0.036,1984,2,False,True,False,False,False,True,False,False,False,False,False,False,False,True
0,1,1,1,0,0,0,40,897.0,0.104,0.025,6823,2,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0,0,1,1,0,1,44,416.4,0.038,0.055,6308,2,True,False,False,False,False,False,False,False,False,False,True,False,False,True
1,1,1,0,1,0,0,41,339.7,0.048,0.039,6103,2,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0,0,0,0,0,0,26,47.9,0.008,0.008,26507,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,1,0,0,1,1,1,32,3496.9,0.877,0.263,707,3,False,True,False,False,False,False,False,False,False,False,True,False,True,False
1,1,0,0,1,1,1,33,3454.2,0.153,0.323,507,3,False,True,False,False,True,False,False,False,False,False,False,False,True,False
0,0,0,0,0,0,0,51,38.1,0.034,0.009,19660,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1,0,1,0,1,1,0,32,781.9,0.196,0.022,3833,2,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1,1,0,0,1,1,1,58,708.4,0.044,0.01,3419,2,False,False,True,False,False,False,False,False,False,True,False,False,False,True
1,1,0,1,1,1,1,56,2364.4,0.837,0.164,1424,3,False,True,False,False,True,False,False,False,False,False,False,False,False,True
1,1,0,0,1,1,0,44,899.3,0.072,0.049,949,2,True,False,False,False,False,False,False,False,False,True,False,False,True,False
1,1,0,0,1,0,1,54,695.5,0.115,0.076,1742,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1,1,1,1,1,0,1,55,2378.8,0.288,0.065,831,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,0,0,1,1,0,37,509.3,0.126,0.069,4592,2,True,False,False,False,False,True,False,False,False,False,False,False,True,False
1,1,0,1,1,0,1,58,1305.5,0.858,0.327,882,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,1,0,0,1,1,1,58,411.2,0.181,0.015,5231,2,False,True,False,False,False,False,False,False,False,True,False,False,True,False
1,1,0,1,1,1,1,48,2501.6,0.826,0.206,604,3,False,False,False,False,False,False,False,True,False,False,False,False,False,True
1,0,0,0,1,1,1,39,754.4,0.085,0.047,758,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,0,0,0,0,0,0,49,56.7,0.039,0.008,76006,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,1,0,0,0,0,1,60,498.1,0.099,0.071,2238,2,False,False,False,True,False,False,False,False,False,True,False,False,False,True
1,1,1,1,1,1,0,31,2996.5,0.362,0.323,896,3,False,False,False,False,False,False,False,True,False,False,False,False,True,False
1,0,0,0,0,1,0,48,608.2,0.152,0.05,6813,2,True,False,False,False,False,False,False,False,False,False,True,False,False,True
1,0,0,0,0,0,0,28,11.0,0.016,0.005,40759,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0,0,40,37.5,0.028,0.006,137741,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,0,0,0,53,91.8,0.049,0.003,111771,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,0,0,0,0,0,0,29,56.6,0.006,0.009,71955,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0,0,50,92.2,0.047,0.01,39690,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,0,0,1,0,1,51,276.1,0.038,0.022,4626,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,0,0,0,1,0,33,90.6,0.014,0.006,137524,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1,1,0,0,1,0,1,53,874.8,0.178,0.063,2276,2,False,False,True,False,False,False,False,False,False,False,False,True,True,False
0,0,0,0,1,1,0,39,58.3,0.032,0.002,69747,1,False,False,False,True,False,False,True,False,False,False,False,False,False,True
0,0,0,0,1,1,0,44,74.2,0.008,0.005,150618,1,False,True,False,False,False,False,False,False,False,False,False,True,False,True
1,1,1,0,0,0,0,28,356.7,0.114,0.048,1906,2,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0,0,0,0,1,0,0,37,93.6,0.045,0.003,72471,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1,1,1,0,1,1,1,55,187.2,0.082,0.07,5349,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,0,0,0,1,0,0,49,457.3,0.132,0.018,708,2,False,False,True,False,False,False,False,False,True,False,False,False,False,True
0,0,0,0,1,0,1,26,657.9,0.208,0.08,961,2,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1,1,1,1,1,1,1,42,1692.1,0.599,0.199,997,3,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,1,0,0,1,1,0,50,718.5,0.062,0.055,4651,2,False,True,False,False,False,False,False,False,False,False,False,True,False,True
1,1,0,0,0,1,1,53,387.9,0.232,0.079,1788,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,1,0,0,0,1,0,50,892.6,0.15,0.044,5314,2,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1,0,0,0,0,0,0,41,89.2,0.04,0.005,107136,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0,1,0,1,54,120.5,0.205,0.043,1483,2,False,False,False,True,False,False,False,False,False,False,True,False,True,False
1,1,0,0,1,0,1,37,350.7,0.076,0.067,6174,2,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0,1,0,0,0,0,0,39,29.0,0.021,0.006,129020,1,False,True,False,False,False,False,False,False,False,False,False,True,False,True
1,1,1,0,1,0,0,49,657.1,0.166,0.031,6210,2,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0,0,1,1,1,0,31,383.2,0.163,0.04,3244,2,True,False,False,False,False,False,False,False,False,False,False,True,True,False
0,0,0,0,0,0,0,28,56.1,0.025,0.005,151724,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,0,0,1,0,1,43,588.9,0.124,0.057,1229,2,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0,0,0,0,1,1,1,44,30.7,0.043,0.006,132929,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False
0,0,0,0,1,0,0,21,96.3,0.021,0.007,100144,1,True,False,False,False,False,False,False,False,False,False,False,True,False,True
0,1,0,0,1,0,0,47,837.0,0.229,0.071,1591,2,True,False,False,False,False,False,False,False,False,False,False,True,True,False
0,0,0,0,0,0,0,55,116.6,0.033,0.006,33969,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0,0,0,1,32,533.8,0.097,0.066,3217,2,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1,1,1,1,1,0,1,58,1763.6,0.625,0.23,1676,3,False,True,False,False,True,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0,0,24,77.1,0.021,0.006,62672,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,1,1,1,1,0,1,53,2779.5,0.43,0.196,1742,3,False,True,False,False,False,False,False,True,False,False,False,False,True,False
1,1,1,0,1,1,1,54,2396.9,0.366,0.316,916,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,1,0,0,1,0,0,42,772.3,0.163,0.074,4449,2,True,False,False,False,False,False,False,False,False,True,False,False,False,True
1,1,0,0,1,1,1,33,659.3,0.245,0.045,5649,2,True,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,0,0,1,0,1,40,878.4,0.072,0.03,6138,2,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,1,0,0,1,0,1,43,543.4,0.101,0.065,5365,2,False,False,False,True,False,False,False,False,False,True,False,False,True,False
0,1,0,0,1,1,0,56,497.8,0.09,0.048,5002,2,False,True,False,False,False,False,False,False,False,False,True,False,False,True
0,0,0,0,0,0,0,45,98.4,0.013,0.005,147948,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,1,0,0,1,1,1,55,213.2,0.07,0.032,7164,2,True,False,False,False,False,False,False,False,False,False,False,True,False,True
